Label,Mode,FlexPinky,FlexRing,FlexMiddle,FlexIndex,FlexThumb,TouchIndex,TouchMiddle,TouchRing,TouchPinky,TouchR,TouchU,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
L,1,253,528,487,598,2669,1,0,1,1,1,1,17316,2540,-4468,-581,-167,146
L,1,744,718,125,586,2701,1,1,1,1,1,1,17660,2616,-4260,-411,-177,68
L,1,446,637,480,557,2621,1,1,1,1,1,1,17684,2768,-4120,-441,-169,-25
L,1,374,606,489,613,2640,1,0,1,1,1,1,17608,2928,-4224,-428,-162,11
M,1,368,1,486,249,2621,0,1,1,1,1,0,13312,0,0,0,0,0
M,1,301,0,475,302,2584,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,427,70,377,400,2607,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,242,0,576,310,2583,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,352,0,511,208,2641,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,270,266,651,26,2499,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,651,231,194,54,2763,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,486,0,604,70,2659,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,320,0,471,274,2677,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,368,32,499,272,2584,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,315,25,489,272,2605,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,298,57,528,239,2601,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,447,0,526,285,2559,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,384,75,536,247,2586,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,365,265,342,221,2582,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,455,0,401,231,2621,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,389,0,469,415,2615,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,423,0,543,511,2609,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,315,0,528,299,2551,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,398,0,419,271,2595,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,310,8,500,304,2601,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,346,0,470,272,2611,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,364,32,581,284,2602,0,1,1,1,1,0,13312,0,0,0,0,0
M,1,337,71,441,251,2385,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,359,0,447,321,2614,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,318,0,586,446,2555,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,45,0,786,406,2467,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,373,0,455,256,2521,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,395,0,485,241,2592,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,350,0,546,250,2598,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,335,0,495,259,2624,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,364,0,474,235,2603,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,350,50,455,192,2559,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,425,43,496,0,2603,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,556,0,213,322,2660,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,272,0,592,340,2530,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,164,675,585,336,2502,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,429,660,471,337,2604,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,408,762,496,159,2607,0,1,1,1,1,0,13312,0,0,0,0,0
M,1,333,679,453,285,2626,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,381,710,442,247,2629,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,313,646,489,244,2591,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,406,611,592,238,2589,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,1158,640,541,177,2639,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,145,594,711,321,2615,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,253,884,693,69,2486,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,563,533,369,303,2639,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,292,578,851,438,2316,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,326,889,449,285,2559,0,0,1,1,1,0,13312,0,0,0,0,0
M,1,303,683,487,238,2608,0,0,1,1,1,0,17368,3440,-3284,-1579,-875,175
M,1,311,688,469,240,2595,0,0,1,1,1,0,17392,5396,-1944,3095,-550,191
M,1,437,608,544,307,2559,0,0,1,1,1,0,17452,4108,-3024,1792,-1018,190
M,1,760,656,254,47,2778,0,0,1,1,1,0,17808,4552,-3520,-443,-1658,105
M,1,273,784,495,215,2582,0,0,1,1,1,0,17808,4552,-3520,-443,-1658,105
M,1,363,697,491,219,2617,0,0,1,1,1,0,17808,4552,-3520,-443,-1658,105
M,1,310,647,511,282,2559,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,426,699,496,211,2599,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,268,635,570,348,2458,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,656,720,323,251,2623,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,444,624,451,349,2599,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,425,793,448,298,2559,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,357,661,482,263,2590,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,343,701,482,247,2610,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,385,662,450,285,2596,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,350,627,496,290,2627,0,0,0,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,351,592,470,334,2608,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,282,669,490,244,2592,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,295,705,588,124,2559,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,261,753,620,176,2533,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,224,912,654,67,2480,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,439,809,427,274,2625,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,307,646,533,299,2606,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,389,693,466,242,2609,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,345,656,508,209,2594,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,382,724,534,259,2604,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,330,593,547,215,2559,0,0,0,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,314,671,479,201,2608,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,635,154,296,147,2702,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,630,661,270,229,2677,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,441,491,540,326,2624,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,407,665,406,326,2528,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,417,634,505,286,2598,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,323,671,501,270,2556,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,368,693,511,229,2551,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,386,740,499,197,2582,0,0,0,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,471,753,408,209,2586,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,394,617,482,250,2639,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,347,785,361,321,2538,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,208,637,658,290,2501,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,334,852,538,128,2528,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,231,634,375,240,2559,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,496,706,448,227,2610,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,338,662,492,319,2604,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,368,649,495,280,2593,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,326,691,464,309,2555,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,333,32,569,285,2883,0,0,0,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,287,0,623,480,2480,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,307,601,549,254,2604,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,283,848,500,139,2559,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,355,783,500,65,2617,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,601,661,415,307,2690,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,365,611,410,219,2590,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,338,676,509,253,2583,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,377,709,455,239,2611,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,311,638,480,312,2624,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,724,704,447,366,3152,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,350,577,607,382,2558,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,298,749,478,345,2544,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,302,773,593,212,2559,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,355,832,576,121,2581,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,448,700,392,265,2598,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,784,585,466,227,2621,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,382,693,531,247,2585,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,387,672,413,258,2592,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,369,688,511,293,2587,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,335,705,457,223,2580,0,0,0,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,304,560,645,400,2539,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,284,615,418,352,2559,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,414,208,339,164,2687,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,493,16,432,341,2640,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,268,0,656,320,2506,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,366,1,493,273,2588,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,273,66,489,270,2598,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,268,82,546,268,2559,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,418,0,485,242,2620,0,0,1,1,1,0,17884,3312,-5104,-577,-1303,691
M,1,420,0,480,267,2589,0,0,1,1,1,0,17376,4328,-3412,-386,-542,70
M,1,291,16,486,263,2603,0,0,1,1,1,0,17472,4148,-3664,-629,-468,43
M,1,446,71,384,96,2655,0,0,1,1,1,0,17380,4024,-3676,-653,-270,134
M,1,457,106,574,249,2599,0,0,1,1,1,0,17436,4076,-3380,-687,-288,169
